id,match_id,display_name,device_token,has_completed_session,joined_at,has_left
225fd83a-3774-4351-8528-4e4da935134e,144cd33d-4b84-4fab-9d50-e39ca3e1821d,Tomy,dev_4o7yuhi8hp,false,2026-09-16 11:49:32.720781+00,false
2272f83f-5031-4f70-8667-d5179d012bbb,9d097fb9-b5a4-49ea-9ac1-54fd1e169179,Vi,dev_opy5hidmh8,false,2026-09-15 18:12:27.688475+00,false
250adf3d-9d17-47ad-8add-9edbb97e86ab,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,Luffy,dev_uyrffxtmbm,false,2026-09-16 07:31:31.584625+00,false
264cc996-313f-4180-b4df-ca7394c096de,264bc89b-c05e-418b-8581-e7ef030090b9,A,dev_l4pldalvdt,false,2026-09-15 17:59:54.36335+00,true
26586f6d-077b-4340-9873-dbc7bdcd18fd,bccc8621-3497-4d8e-9ef0-32bb32796873,Niii,dev_l5bo4lv0il,false,2026-09-15 18:57:13.402941+00,true
293dfec9-988b-4727-b59a-02593eaa8951,144cd33d-4b84-4fab-9d50-e39ca3e1821d,SayaliVairagade,dev_6uae0cu3wa,false,2026-09-16 11:47:36.910821+00,false
29436d90-d292-4fa5-ac2a-3b22fbc90db0,8203b2f9-5954-4281-ac8a-c3a4014c0314,Tuneer Tarane,dev_1i6fhgfqjk,false,2026-09-16 10:22:51.715812+00,false
2bb29b3e-1cba-4b71-973f-7a1075d061cc,00d28983-7122-4446-8521-20d968b095c2,Naina,dev_l5bo4lv0il,false,2026-09-15 16:12:20.522835+00,true
2c1ac76f-f076-4d45-8995-889013ca4226,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,Kartik-k,dev_1swt58ross,false,2026-09-15 16:55:22.51082+00,true
2c9311f2-a0c0-4384-931c-c75df00a3256,8c94b08a-6f86-4e05-816f-78fe60450f4b,Asad,dev_yk2wc9xwan,false,2026-09-16 08:19:44.694117+00,false
2e431faf-f302-4d93-a698-a10170dfbcc7,bc52c02f-c108-46d4-b4b3-5d895228e21a,Viki,dev_5kakz7nf0g,false,2026-09-15 17:27:18.087623+00,true
2e99d416-b3b0-42a9-8ab8-31e151ece4b7,35219079-e23f-49f2-a64d-c8b3bf714ee9,Kunal,dev_uumzlz1hpf,false,2026-09-16 17:40:49.423016+00,false
2e9b0586-40a1-4f5f-8480-8249b5ae2e2a,8c94b08a-6f86-4e05-816f-78fe60450f4b,Kunal z,dev_9pac2ghlyb,false,2026-09-16 08:20:38.679609+00,false
2ff1728f-d092-4401-a3e0-d302a5e84da5,e73ffce7-e431-4e8a-9865-6b786403be63,Rex,dev_lx6wsly1vx,false,2026-09-15 17:19:07.087984+00,true
307f93c2-89d4-4343-8330-d022fd6231b5,8c94b08a-6f86-4e05-816f-78fe60450f4b,Priyanka P,dev_q985vie78u,false,2026-09-16 08:20:52.227827+00,false
31f9a0ac-6ef9-4255-8811-cfd46988d2a2,9ceeff7d-2096-416d-8e0a-679e1e8d9ba9,Harshad,dev_n03crenp2v,false,2026-09-15 16:30:11.138963+00,true
3224bbf1-a3aa-4190-a5fe-a2e498866fad,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,Amit,dev_evkmnr8stj,false,2026-09-16 07:30:45.022264+00,false
3306d56e-e5d6-4c7d-a7f0-1a39e1c5ab95,9d097fb9-b5a4-49ea-9ac1-54fd1e169179,Vaish,dev_zdweyefwmc,false,2026-09-15 18:11:50.096893+00,false
3367e59f-9e64-42e3-a4d1-64ef5afcaed1,a463d15d-0e6c-41cd-b251-deeb87d8c85c,N,dev_l5bo4lv0il,false,2026-09-15 17:15:58.38585+00,true
36cc7195-31e6-4ad5-8d9c-20f76988aeae,bc52c02f-c108-46d4-b4b3-5d895228e21a,Vik,dev_opy5hidmh8,false,2026-09-15 17:27:42.91278+00,true
37418e51-3eb5-41ae-903a-3e6ad4dcc7bb,264bc89b-c05e-418b-8581-e7ef030090b9,Vaish,dev_zdweyefwmc,false,2026-09-15 17:59:16.524168+00,true
37887cf6-42e1-460a-9c6a-638282068b6f,00d28983-7122-4446-8521-20d968b095c2,Kunal,dev_rkd4zfya89,false,2026-09-15 16:13:10.868451+00,true
37be48f3-546e-4ffb-803f-653088727118,bc52c02f-c108-46d4-b4b3-5d895228e21a,Kartik-k,dev_yuqdoooky9,false,2026-09-15 17:29:58.76645+00,true
3830f71b-70ae-4113-a11f-8f5d22092e54,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,Vishal,dev_afqdi17nku,false,2026-09-16 07:30:16.473496+00,false
389c6f89-994d-4b35-8617-c76ae79b63aa,8203b2f9-5954-4281-ac8a-c3a4014c0314,Jyotiraditya,dev_anx8t0q6ww,false,2026-09-16 10:22:39.947207+00,false
391c1b46-4561-4c15-b864-a0028f2dec88,8c94b08a-6f86-4e05-816f-78fe60450f4b,Akash,dev_4j1phm1nc9,false,2026-09-16 08:19:40.896152+00,false
3b74d600-e6c2-48fa-a152-681f713825cb,8c94b08a-6f86-4e05-816f-78fe60450f4b,Katil kalua,dev_v5d60hk8m1,false,2026-09-16 08:20:58.128621+00,false
3d66a586-3454-4437-b897-97d5858f4da5,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,A,dev_cgtf656z3l,false,2026-09-15 16:54:47.250611+00,true
3fac041a-7fa3-4e7e-ae44-bfb533bcc090,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,Harshal🍁,dev_7n526rqplm,false,2026-09-16 07:31:19.643734+00,true
3fb948bb-52a1-4303-a014-238fbf16d523,144cd33d-4b84-4fab-9d50-e39ca3e1821d,JK,dev_46bpqluvd1,false,2026-09-16 11:47:42.194486+00,false
3ff6b5ca-39fe-444d-8332-b52ce6dcb77d,4f68b92f-e276-4630-a250-9c6c1cf1e6f8,Vik,dev_vlx3n7rg7t,false,2026-09-15 19:21:49.196809+00,false
452cf2a7-49e1-4bb8-a535-86b1d7c0e473,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,Suraj Patel,dev_7aie530za1,false,2026-09-16 07:30:51.676303+00,true
4957c8f1-3943-4749-8a87-2307b7478984,e73ffce7-e431-4e8a-9865-6b786403be63,Kunal,dev_glp8vpdif1,false,2026-09-15 17:19:47.586388+00,true
4adb7b5c-72cd-4a58-b2e2-def6e258b9c7,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,Himanshu,dev_3gpglqjwdw,false,2026-09-16 07:30:17.808741+00,false
4b212827-d516-411f-b4b5-906a58c4617b,9d097fb9-b5a4-49ea-9ac1-54fd1e169179,V,dev_rg5x30frz1,false,2026-09-15 18:11:36.555163+00,false
4d349418-f511-41e9-b371-9f80fdfa5935,62492d4b-cec1-42d7-ac95-35d1b7595022,Naa,dev_l5bo4lv0il,false,2026-09-15 18:49:04.169976+00,false
4f6d1aa2-d59b-407a-aa4b-f859443e6d25,144cd33d-4b84-4fab-9d50-e39ca3e1821d,Niraj,dev_7g5j79i5uy,false,2026-09-16 11:50:20.094811+00,false
4fc47b95-9353-4b44-8586-6bb262d09910,9ceeff7d-2096-416d-8e0a-679e1e8d9ba9,Kartik-k,dev_1swt58ross,false,2026-09-15 16:30:26.532505+00,true
50392e0a-a2b4-4781-b906-cfe37a875b02,144cd33d-4b84-4fab-9d50-e39ca3e1821d,Dove,dev_yvlcytgd41,false,2026-09-16 11:47:47.98983+00,false
505c323c-dcfe-437f-b307-3df2c6f02d9d,1d656a24-a6d3-4e9d-a6ce-293e1f039e85,V,dev_qh8ony6wwn,false,2026-09-15 20:30:55.363272+00,false
53d90035-9071-46e2-80eb-045bdcada7a3,144cd33d-4b84-4fab-9d50-e39ca3e1821d,Santoshkumar,dev_lemji1z5kb,false,2026-09-16 11:47:56.251216+00,true
53eb4d14-758e-4c9e-85f7-10e652dee8b4,144cd33d-4b84-4fab-9d50-e39ca3e1821d,Preet,dev_69wcdlq1yf,false,2026-09-16 11:49:15.021005+00,false
542c9e33-1c81-45af-ac86-b87f4b537681,144cd33d-4b84-4fab-9d50-e39ca3e1821d,Tanvi,dev_vtqvmuv4ei,false,2026-09-16 11:50:44.906974+00,false
61382c64-6aff-4f8b-9c34-588b19bb3ee2,bc52c02f-c108-46d4-b4b3-5d895228e21a,Rex,dev_bgshkdn7w4,false,2026-09-15 17:28:00.669909+00,true
6202ad9f-7b8a-416e-9c73-b82b2fa9298d,bc52c02f-c108-46d4-b4b3-5d895228e21a,Vi,dev_wxu8mbbbqx,false,2026-09-15 17:29:51.279689+00,true
62a7049a-58b9-4cf0-b212-e0725d53e408,9ceeff7d-2096-416d-8e0a-679e1e8d9ba9,Nick,dev_mo9pfdnezw,false,2026-09-15 16:28:43.841216+00,true
63af4b6a-430d-473b-9076-69202388ef9c,8c94b08a-6f86-4e05-816f-78fe60450f4b,Vaibhav,dev_50gix258zs,false,2026-09-16 08:20:13.186985+00,false
65097808-5af0-4b45-b901-60b432335e3e,1d656a24-a6d3-4e9d-a6ce-293e1f039e85,Kunal,dev_rkd4zfya89,false,2026-09-15 20:30:15.00252+00,false
66b077b0-39a9-4e2f-a763-fd3af7b7704c,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,AsH,dev_sbignvmi7l,false,2026-09-16 07:30:12.466884+00,false
68d34553-6d6e-4cb4-88ae-188ed47859fe,9ceeff7d-2096-416d-8e0a-679e1e8d9ba9,Niku,dev_l5bo4lv0il,false,2026-09-15 16:27:53.513099+00,true
6b62e577-fb26-4f23-b7ed-762f3c5e0d68,8c94b08a-6f86-4e05-816f-78fe60450f4b,Rolex,dev_03ljzvqi15,false,2026-09-16 08:19:42.993851+00,false
6c803b0a-d4f5-4e6d-a083-5ee08c7d6bad,bc52c02f-c108-46d4-b4b3-5d895228e21a,PlzzNo,dev_3i9fjqg0g7,false,2026-09-15 17:27:19.268277+00,true
6ce386b0-8111-4fd0-8cca-7f246e32f801,bc52c02f-c108-46d4-b4b3-5d895228e21a,V,dev_zdweyefwmc,false,2026-09-15 17:27:53.716857+00,true
6d18c58b-cf3b-4b85-b54f-be4beb7cb567,264bc89b-c05e-418b-8581-e7ef030090b9,Gopal,dev_25urcadjdd,false,2026-09-15 17:58:52.434537+00,true
6d71b134-bab1-4415-9755-41c96c31ca8f,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,Pawan,dev_w1ypnztxke,false,2026-09-15 16:54:27.264931+00,true
6eff57af-4564-4ba8-9776-5d3e11000f9b,8c94b08a-6f86-4e05-816f-78fe60450f4b,Jack,dev_fuqb9qcxtr,false,2026-09-16 08:20:54.545083+00,false
704895b2-b1d8-42e2-aa15-6ec66bc6680d,e73ffce7-e431-4e8a-9865-6b786403be63,N,dev_3i9fjqg0g7,false,2026-09-15 17:19:01.154161+00,true
729f3163-fe78-445d-84c7-bb6f6106bd7a,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,n,dev_5fsvactmz1,false,2026-09-15 17:07:47.947216+00,true
7329cda1-368b-422b-841f-44b3e45bb17f,e73ffce7-e431-4e8a-9865-6b786403be63,Viki,dev_5kakz7nf0g,false,2026-09-15 17:19:12.848057+00,true
74523567-984e-4522-a5da-312df890f7ca,9ceeff7d-2096-416d-8e0a-679e1e8d9ba9,Rex,dev_uqljavj6qw,false,2026-09-15 16:27:38.754899+00,true
7681187d-0939-4ba2-82b8-d2c206d919fd,9d097fb9-b5a4-49ea-9ac1-54fd1e169179,Nii,dev_3i9fjqg0g7,false,2026-09-15 18:11:25.395082+00,false
77107f8f-c46c-4759-968a-1d7aa1e011ca,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,Nick,dev_vah29cctgm,false,2026-09-15 16:55:51.488835+00,true
7a298265-1dd8-4eaf-aec8-bc0e7049e952,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,Vaish,dev_qh8ony6wwn,false,2026-09-15 16:54:09.708499+00,true
7b1d3b10-ae4e-4eeb-8aa8-0496296f04a3,8c94b08a-6f86-4e05-816f-78fe60450f4b,Raju,dev_iadwka9e01,false,2026-09-16 08:20:46.1734+00,false
7bfe5e68-6355-48d9-b6cc-68b0f5e81db5,264bc89b-c05e-418b-8581-e7ef030090b9,Gopal,dev_lx6wsly1vx,false,2026-09-15 17:59:35.715399+00,true
7e7ea678-fba6-41cc-a725-2675500ceead,8c94b08a-6f86-4e05-816f-78fe60450f4b,Komal,dev_il4iwch6pb,false,2026-09-16 08:20:59.284246+00,false
829a31b1-612f-4fbd-b188-c7cdbd05149b,144cd33d-4b84-4fab-9d50-e39ca3e1821d,Sudhanshu,dev_udfct5vdrb,false,2026-09-16 11:49:06.428733+00,false
834f9d22-0ac3-488a-ab95-fc0724dce78e,9ceeff7d-2096-416d-8e0a-679e1e8d9ba9,Kunal,dev_rkd4zfya89,false,2026-09-15 16:27:58.481578+00,true
84209831-7152-4284-9ed5-269812642bcc,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,nachiket,dev_wb5hkt8f6h,false,2026-09-15 16:55:59.88474+00,true
854f81ba-baf0-4548-a056-f0e1eacd366a,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,Omm,dev_i4nql7m80p,false,2026-09-15 16:54:10.060599+00,true
86a4c86b-5dc3-44ff-83cf-8e8a4b855910,144cd33d-4b84-4fab-9d50-e39ca3e1821d,Sheetal,dev_9miyz7d8x7,false,2026-09-16 11:49:22.963941+00,false
86f6cb83-ba69-4059-9025-2b3f500ebf81,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,Nick,dev_l5bo4lv0il,false,2026-09-15 16:40:04.740196+00,true
8d517b7c-a588-4286-8a35-10dec02717b0,bc52c02f-c108-46d4-b4b3-5d895228e21a,Liv,dev_vtb65edhed,false,2026-09-15 17:29:02.606695+00,true
8e1d2076-a8b9-4f4e-9924-59e7ddfbf9f9,264bc89b-c05e-418b-8581-e7ef030090b9,Chiku,dev_5kakz7nf0g,false,2026-09-15 17:59:05.911147+00,true
8e9a892b-7b12-4f34-8d89-fde7112dcd1a,144cd33d-4b84-4fab-9d50-e39ca3e1821d,Gayatri,dev_nxrei88koo,false,2026-09-16 11:49:03.893804+00,false
90e34ae7-f6ff-4eff-a004-9d1cce0c653b,8203b2f9-5954-4281-ac8a-c3a4014c0314,Shrikant,dev_o8i82oldb5,false,2026-09-16 10:22:44.006291+00,false
94f5606d-9099-46a6-ad3d-7ca22fe09547,37fe6f52-f258-4eea-b8e6-3a8b4ae4f9a1,Radhe Bhaiya,dev_ew9bdebvso,false,2026-09-16 07:30:27.135921+00,false
98a3eb01-ef22-4f83-ac46-223a12430d21,4e72a59c-7f70-498a-9b1e-bf1fdc8ca57a,V,dev_ezq1xuvkct,false,2026-09-15 16:54:03.194589+00,true
99e21e52-c37f-45f7-8f55-0709bc729110,8203b2f9-5954-4281-ac8a-c3a4014c0314,Nachiket,dev_fddifngd7v,false,2026-09-16 10:24:25.124323+00,false
99e88460-705d-49a1-aef0-0e8984623e17,9d097fb9-b5a4-49ea-9ac1-54fd1e169179,test3,dev_fyzqhgl6br,false,2026-09-15 18:13:59.921076+00,false
9e73b632-2e07-4b8a-b42f-37d373250efd,bc52c02f-c108-46d4-b4b3-5d895228e21a,CD,dev_chenvw87s6,false,2026-09-15 17:28:52.228336+00,true
9f868879-9020-4cf3-a041-a51a8ce6d715,9d097fb9-b5a4-49ea-9ac1-54fd1e169179,test2,dev_92m3eu940t,false,2026-09-15 18:14:01.32492+00,false
