id,round,question_type,prompt_text,real_image_url,ai_image_url,logo_url,options,correct_option,explanation,is_active,created_at
aa5ea55b-56c2-4828-824c-110e1ffa1392,1,image_comparison,"Which pizza photo is AI-generated?",/images/round1/q16_real.jpg,/images/round1/q16_ai.jpg,,,"ai","Topping placement and cheese melt patterns look unnaturally uniform.",true,
bbd23faa-ad76-4653-b871-8f6876cf02cc,1,image_comparison,"Which sunflower photo is AI-generated?",/images/round1/q12_real.jpg,/images/round1/q12_ai.jpg,,,"ai","Petal count and center seed pattern are irregular.",true,
c1b8ea0b-512d-46ac-b9fe-8a0c40dcea2a,1,image_comparison,"Which strawberry photo is AI-generated?",/images/round1/q10_real.jpg,/images/round1/q10_ai.jpg,,,"ai","Seed patterns on the surface repeat unnaturally.",true,
c3eaade7-c12a-40bb-8f90-67a74480702c,1,image_comparison,"Which parrot photo is AI-generated?",/images/round1/q11_real.jpg,/images/round1/q11_ai.jpg,,,"ai","Feather texture blending looks artificially smooth.",true,
c91b3106-5017-499d-bb2c-1070ec5d033d,1,image_comparison,"Which mountain landscape photo is AI-generated?",/images/round1/q14_real.jpg,/images/round1/q14_ai.jpg,,,"ai","Rock formations and snow patterns repeat unnaturally.",true,
ed8918ea-be0e-4d21-b90a-27074f4192e9,1,image_comparison,"Which teddy bear photo is AI-generated?",/images/round1/q04_real.jpg,/images/round1/q04_ai.jpg,,,"ai","Fur texture blends unnaturally into the background.",true,
a0a3e05e-3ca3-4548-a03f-aec0c1fa15cc,1,image_comparison,"Which snowman photo is AI-generated?",/images/round1/q21_real.jpg,/images/round1/q21_ai.jpg,,,"ai","The snowman's facial details, arms, and body proportions contain subtle AI-generated inconsistencies.",true,2026-09-16T21:21:38.143Z
0ca4bc4e-27e5-487a-aef4-2efd81a2f40f,1,image_comparison,"Which colorful frog photo is AI-generated?",/images/round1/q22_real.jpg,/images/round1/q22_ai.jpg,,,"ai","The frog's skin pattern, eyes, and leg details show subtle AI-generation artifacts.",true,2026-09-16T21:21:38.190Z
fece2cda-71cf-4ead-a088-dba5c32b06dd,1,image_comparison,"Which Titanic ship photo is AI-generated?",/images/round1/q23_real.jpg,/images/round1/q23_ai.jpg,,,"ai","The ship's structure, deck details, and fine architectural elements contain generated inconsistencies.",true,2026-09-16T21:21:38.190Z
cc7949d0-995c-444b-a550-2b4a63c350c3,1,image_comparison,"Which Mount Fuji photo is AI-generated?",/images/round1/q24_real.jpg,/images/round1/q24_ai.jpg,,,"ai","The mountain shape, clouds, reflections, and lighting contain subtle AI-generated inconsistencies.",true,2026-09-16T21:21:38.190Z
ee882656-de2f-4eb6-aee2-4e42a7b3d9dc,1,image_comparison,"Which rocket launch photo is AI-generated?",/images/round1/q25_real.jpg,/images/round1/q25_ai.jpg,,,"ai","The rocket, exhaust flame, and smoke shapes show subtle artificial blending.",true,2026-09-16T21:21:38.190Z
440eabed-2282-4142-a692-00304b02f086,1,image_comparison,"Which city skyline photo is AI-generated?",/images/round1/q26_real.jpg,/images/round1/q26_ai.jpg,,,"ai","The building shapes, windows, and lighting patterns contain subtle generated inconsistencies.",true,2026-09-16T21:21:38.190Z
cf463a69-6d51-40ef-abf4-385447f41dea,1,image_comparison,"Which northern lights photo is AI-generated?",/images/round1/q27_real.jpg,/images/round1/q27_ai.jpg,,,"ai","The aurora shapes, sky details, and reflections contain subtle AI-generated artifacts.",true,2026-09-16T21:21:38.191Z
4064c1e9-633a-45f4-a4bf-1be703891ba3,1,image_comparison,"Which Statue of Liberty photo is AI-generated?",/images/round1/q28_real.jpg,/images/round1/q28_ai.jpg,,,"ai","The statue proportions, surroundings, and background details contain subtle generated inconsistencies.",true,2026-09-16T21:21:38.191Z
70e30bd4-2252-49aa-a21b-7e5530a8f50b,1,image_comparison,"Which Egyptian pyramid photo is AI-generated?",/images/round1/q29_real.jpg,/images/round1/q29_ai.jpg,,,"ai","The pyramid surface, perspective, lighting, and surrounding landscape show subtle AI artifacts.",true,2026-09-16T21:21:38.191Z
cc855b48-94c3-4207-a267-3ec5403b12d8,1,image_comparison,"Which ice cream cone photo is AI-generated?",/images/round1/q30_real.jpg,/images/round1/q30_ai.jpg,,,"ai","The waffle pattern, cone edges, and texture contain subtle AI-generated irregularities.",true,2026-09-16T21:21:38.191Z
1d505209-f8a4-4a34-a7ef-b12c16835da6,1,image_comparison,"Which dog photo is AI-generated?",/images/round1/q31_real.jpg,/images/round1/q31_ai.jpg,,,"ai","The dog's fur texture, facial details, and body edges contain subtle AI-generation artifacts.",true,2026-09-16T21:21:38.191Z
bd734832-31ce-4840-aa65-a97eb87ac8f4,1,image_comparison,"Which daisy flower photo is AI-generated?",/images/round1/q32_real.jpg,/images/round1/q32_ai.jpg,,,"ai","The petal shapes, flower center, and fine textures show subtle generated inconsistencies.",true,2026-09-16T21:21:38.191Z
c5283f43-2fe3-4693-a88f-09e428dead23,1,image_comparison,"Which Venice canal photo is AI-generated?",/images/round1/q33_real.jpg,/images/round1/q33_ai.jpg,,,"ai","The buildings, canal details, gondola, and architectural elements contain subtle AI artifacts.",true,2026-09-16T21:21:38.191Z
46eaddf9-cecc-4c5f-ab64-c5df93069ff6,1,image_comparison,"Which Italian lakeside photo is AI-generated?",/images/round1/q34_real.jpg,/images/round1/q34_ai.jpg,,,"ai","The buildings, shoreline, mountain background, and lighting contain subtle generated inconsistencies.",true,2026-09-16T21:21:38.191Z
30c10bab-1c5e-4897-ad19-c3142dcacc7b,1,image_comparison,"Which iguana photo is AI-generated?",/images/round1/q35_real.jpg,/images/round1/q35_ai.jpg,,,"ai","The scales, spikes, eye details, and body texture show subtle AI-generated artifacts.",true,2026-09-16T21:21:38.191Z
26e09182-ebf7-48b9-a35a-bcba566bb726,1,image_comparison,"Which sushi photo is AI-generated?",/images/round1/q36_real.jpg,/images/round1/q36_ai.jpg,,,"ai","The sushi pieces, fish texture, rice details, and arrangement contain subtle generated inconsistencies.",true,2026-09-16T21:21:38.191Z
dd1d5e18-45f9-4154-a20e-71066205252c,2,logo_mcq,"Which AI design tool is represented by this logo?",,,/images/round2/adobe-express.svg,"[""Adobe Express"",""Adobe Firefly"",""Canva"",""Figma""]","Adobe Express","Adobe Express is Adobe's creative design platform for quickly creating and editing visual content.",true,2026-09-16T20:58:43.105Z
5103a0de-e81d-41b7-ad05-7a06ae7ee3bf,2,logo_mcq,"Which Adobe generative AI platform is represented by this logo?",,,/images/round2/adobe-firefly.svg,"[""Adobe Firefly"",""Adobe Express"",""Midjourney"",""DALL-E""]","Adobe Firefly","Adobe Firefly is Adobe's generative AI family for creating and editing images and creative content.",true,2026-09-16T20:58:43.114Z
b74ba0ef-cc9b-4eaf-a6fe-b51141511902,2,logo_mcq,"Which Amazon voice AI service is represented by this logo?",,,/images/round2/alexa.svg,"[""Alexa"",""Siri"",""Cortana"",""Bixby""]","Alexa","Alexa is Amazon cloud-based voice AI assistant powering Echo and smart devices.",true,2026-09-16T20:58:43.114Z
ad61dcca-0796-4c8a-ad40-1cc222a19457,2,logo_mcq,"Which AI company is represented by this logo?",,,/images/round2/anthropic.svg,"[""Anthropic"",""OpenAI"",""Cohere"",""Mistral AI""]","Anthropic","Anthropic is the AI safety and research company behind Claude.",true,2026-09-16T20:58:43.114Z
121efa8a-aee7-472c-a096-0c67ba6fd4db,2,logo_mcq,"Which Apple AI brand is represented by this logo?",,,/images/round2/apple-intelligence.svg,"[""Apple Intelligence"",""Siri"",""Apple AI"",""iCloud""]","Apple Intelligence","Apple Intelligence is Apple's personal intelligence system integrated across iOS, iPadOS, and macOS.",true,2026-09-16T20:58:43.114Z
4f5636f2-ae94-44d0-a6f9-5e769d49d38f,2,logo_mcq,"Which global tech giant behind Apple Intelligence uses this logo?",,,/images/round2/apple.svg,"[""Apple"",""Microsoft"",""Google"",""Meta""]","Apple","Apple is the creator of iOS, macOS, Siri, and Apple Intelligence.",true,2026-09-16T20:58:43.114Z
14bd6b79-bc4e-4fe2-a0f2-1483234c2ec3,2,logo_mcq,"Which Microsoft AI cloud service is represented by this logo?",,,/images/round2/azureai.svg,"[""Azure AI"",""Microsoft Copilot"",""Azure DevOps"",""Power BI""]","Azure AI","Azure AI is Microsoft's portfolio of AI and machine learning services on Azure cloud.",true,2026-09-16T20:58:43.114Z
1d012172-8cf0-4d8d-a7d2-94c06b35c26e,2,logo_mcq,"Which groundbreaking conversational AI platform is represented by this logo?",,,/images/round2/chatgpt.svg,"[""ChatGPT"",""Claude"",""Gemini"",""Perplexity""]","ChatGPT","ChatGPT is OpenAI conversational AI that kicked off the generative AI boom.",true,2026-09-16T20:58:43.114Z
640ac63f-5712-42e8-a25d-efd1673a6b6e,2,logo_mcq,"Which AI assistant is represented by this logo?",,,/images/round2/claude.svg,"[""Claude"",""ChatGPT"",""Grok"",""Gemini""]","Claude","Claude is Anthropic's AI assistant and frontier language model family.",true,2026-09-16T20:58:43.114Z
d50af36a-70d9-4344-aef3-1bcf7f0d426d,2,logo_mcq,"Which autonomous AI coding agent is represented by this logo?",,,/images/round2/cline.svg,"[""Cline"",""Cursor"",""GitHub Copilot"",""Codex""]","Cline","Cline is an autonomous AI coding agent that can create/edit files and run commands in your IDE.",true,2026-09-16T20:58:43.114Z
ac3fcd6f-5ac9-4e56-abf5-3d8719e9da52,2,logo_mcq,"Which OpenAI code-generation AI model family is represented by this logo?",,,/images/round2/codex.svg,"[""Codex"",""Cline"",""Claude"",""Copilot""]","Codex","Codex is OpenAI's foundational code-generation AI system.",true,2026-09-16T20:58:43.114Z
7650a06d-fe20-4e6b-aa50-3ad214c10ca3,2,logo_mcq,"Which Microsoft AI assistant is represented by this ribbon logo?",,,/images/round2/copilot.svg,"[""Microsoft Copilot"",""Cortana"",""Azure AI"",""Bing Chat""]","Microsoft Copilot","Microsoft Copilot is the AI companion integrated across Microsoft 365, Windows, and Edge.",true,2026-09-16T20:58:43.114Z
5feced45-f7e5-4cc9-a128-a4abaf00bebc,2,logo_mcq,"Which data and AI platform is represented by this logo?",,,/images/round2/databricks.svg,"[""Databricks"",""Snowflake"",""Dataiku"",""Palantir""]","Databricks","Databricks provides a unified Data and AI platform powered by Apache Spark and lakehouse architecture.",true,2026-09-16T20:58:43.114Z
47f9fa87-e289-4d67-a282-aa3c0c655949,2,logo_mcq,"Which AI company is represented by this logo?",,,/images/round2/deepseek.svg,"[""DeepSeek"",""DeepMind"",""Mistral AI"",""Qwen""]","DeepSeek","DeepSeek is an AI research company renowned for its open-weight reasoning and coding models.",true,2026-09-16T20:58:43.114Z
27867f35-caff-4834-ae90-ada8878cbe74,2,logo_mcq,"Which AI voice generation platform is represented by this logo?",,,/images/round2/elevenlabs.svg,"[""ElevenLabs"",""Suno"",""HeyGen"",""Murf""]","ElevenLabs","ElevenLabs specializes in realistic AI voice cloning, text-to-speech, and audio synthesis.",true,2026-09-16T20:58:43.114Z
e2a0456a-7e62-4e57-afa1-be7519158a30,2,logo_mcq,"Which collaborative design and AI prototyping tool uses this logo?",,,/images/round2/figma.svg,"[""Figma"",""Canva"",""Sketch"",""Adobe XD""]","Figma","Figma is the leading collaborative interface design tool with generative AI features.",true,2026-09-16T20:58:43.114Z
20665f4a-8403-4b0f-a304-7957221431b2,2,logo_mcq,"Which Google flagship multimodal AI is represented by this star logo?",,,/images/round2/gemini.svg,"[""Gemini"",""Bard"",""PaLM"",""DeepMind""]","Gemini","Gemini is Google's state-of-the-art multimodal AI model family.",true,2026-09-16T20:58:43.114Z
20018de2-7c49-42b4-ad5e-325e4b80bc32,2,logo_mcq,"Which AI pair programmer is represented by this logo?",,,/images/round2/github-copilot.svg,"[""GitHub Copilot"",""GitHub Actions"",""Codex"",""Cline""]","GitHub Copilot","GitHub Copilot is the AI pair programmer supporting millions of software developers.",true,2026-09-16T20:58:43.114Z
12e37199-5f99-4477-a977-4b71b3a6a895,2,logo_mcq,"Which AI assistant from xAI is represented by this logo?",,,/images/round2/grok-(xai).svg,"[""Grok"",""Claude"",""Gemini"",""Perplexity""]","Grok","Grok is the AI assistant developed by Elon Musk’s xAI.",true,2026-09-16T20:58:43.114Z
3d7285a4-1972-4226-a3de-1e4abcf8b808,2,logo_mcq,"Which AI video and avatar generation platform is represented by this logo?",,,/images/round2/heygen.svg,"[""HeyGen"",""Runway"",""Pika"",""Synthesia""]","HeyGen","HeyGen is an AI video generator specializing in photorealistic avatars and multilingual translation.",true,2026-09-16T20:58:43.114Z
a9b20d10-97dd-4ed3-a7d6-a24708727b42,2,logo_mcq,"Which open-source AI community platform is represented by this emoji logo?",,,/images/round2/hugging-face.svg,"[""Hugging Face"",""GitHub"",""LangChain"",""Replicate""]","Hugging Face","Hugging Face is the central hub for open-source AI models, datasets, and Spaces.",true,2026-09-16T20:58:43.114Z
05db69d8-b998-4f8f-a9f8-93f5fb840a24,2,logo_mcq,"Which framework for building LLM applications and agents is represented by this logo?",,,/images/round2/langchain.svg,"[""LangChain"",""LangGraph"",""LlamaIndex"",""TensorFlow""]","LangChain","LangChain is a popular open-source framework for building context-aware reasoning applications.",true,2026-09-16T20:58:43.114Z
c9e144d5-18b8-4fe6-a72f-cdc6dc14f5d0,2,logo_mcq,"Which open-weight model family from Meta is represented by this logo?",,,/images/round2/llama.svg,"[""Llama"",""Mistral"",""Falcon"",""Vicuna""]","Llama","Llama is Meta foundational open-weight AI model family.",true,2026-09-16T20:58:43.114Z
0d13d5ed-7151-4470-a4c4-2603a69a018a,2,logo_mcq,"Which AI full-stack web app builder is represented by this logo?",,,/images/round2/lovable.svg,"[""Lovable"",""Bolt"",""Vercel"",""Replit""]","Lovable","Lovable is an AI-powered development tool that builds full-stack applications from prompts.",true,2026-09-16T20:58:43.114Z
401bdb43-a31c-485c-ab20-a291544c6210,2,logo_mcq,"Which AI image-generation platform is represented by this sailboat logo?",,,/images/round2/midjourney.svg,"[""Midjourney"",""DALL-E"",""Stable Diffusion"",""Adobe Firefly""]","Midjourney","Midjourney is an independent research lab creating popular text-to-image synthesis models.",true,2026-09-16T20:58:43.114Z
d11f6507-20b8-447e-a559-623eabf1667d,2,logo_mcq,"Which European open-weight AI powerhouse is represented by this logo?",,,/images/round2/mistral-ai.svg,"[""Mistral AI"",""Anthropic"",""Cohere"",""DeepSeek""]","Mistral AI","Mistral AI is a Paris-based company known for frontier open-weights models like Mixtral and Mistral Large.",true,2026-09-16T20:58:43.114Z
e8bc81ce-88b2-49bc-aa90-12c7761b66dd,2,logo_mcq,"Which connected workspace with built-in AI assistant uses this logo?",,,/images/round2/notion-ai.svg,"[""Notion AI"",""Coda"",""Obsidian"",""Evernote""]","Notion AI","Notion AI enhances documents, wikis, and project management with automated writing and search.",true,2026-09-16T20:58:43.114Z
5e1ceacd-0afe-4fa1-a9e4-d3d2cbc730b0,2,logo_mcq,"Which technology company powers global AI hardware and GPUs with this green logo?",,,/images/round2/nvidia.svg,"[""NVIDIA"",""AMD"",""Intel"",""Qualcomm""]","NVIDIA","NVIDIA is the world leader in AI acceleration GPUs, CUDA software, and AI supercomputing.",true,2026-09-16T20:58:43.114Z
618d8162-47d4-4986-a68e-1b923d298fcf,2,logo_mcq,"Which tool allows running open LLMs locally on your computer with this llama logo?",,,/images/round2/ollama.svg,"[""Ollama"",""LM Studio"",""Jan"",""LocalAI""]","Ollama","Ollama enables running Llama, Mistral, and other open models locally on macOS, Windows, and Linux.",true,2026-09-16T20:58:43.114Z
a1e2268d-3cd9-45fb-ab64-a2de41b7dbb1,2,logo_mcq,"Which conversational AI search engine is represented by this logo?",,,/images/round2/perplexity.svg,"[""Perplexity"",""You.com"",""Bing AI"",""Kagi""]","Perplexity","Perplexity AI is an AI search and answer engine that delivers real-time answers with source citations.",true,2026-09-16T20:58:43.114Z
d4b92756-3824-4991-ab57-ff1ebc8a9413,2,logo_mcq,"Which AI video research and creativity platform is represented by this logo?",,,/images/round2/runway.svg,"[""Runway"",""Pika"",""Sora"",""Kaiber""]","Runway","Runway ML pioneered AI video generation tools including Gen-1, Gen-2, and Gen-3 Alpha.",true,2026-09-16T20:58:43.114Z
38a3e178-58a7-423a-aa15-d29df257331f,2,logo_mcq,"Which Apple built-in voice assistant is represented by this colorful orb logo?",,,/images/round2/siri.svg,"[""Siri"",""Alexa"",""Google Assistant"",""Bixby""]","Siri","Siri is Apple intelligent voice assistant integrated into Apple devices.",true,2026-09-16T20:58:43.114Z
0ad825c1-8295-438a-a1a8-80380a4a35db,2,logo_mcq,"Which OpenAI photorealistic text-to-video model is represented by this logo?",,,/images/round2/sora.svg,"[""Sora"",""Runway"",""Luma"",""Kling""]","Sora","Sora is OpenAI diffusion model capable of generating high-definition video from text instructions.",true,2026-09-16T20:58:43.114Z
b59b1995-c511-4eca-a126-720a5fe8998e,2,logo_mcq,"Which open-source AI company created Stable Diffusion with this logo?",,,/images/round2/stability.svg,"[""Stability AI"",""Midjourney"",""OpenAI"",""Flux""]","Stability AI","Stability AI is the creator of the groundbreaking open-source Stable Diffusion image and audio models.",true,2026-09-16T20:58:43.114Z
c3187197-6058-407f-ac1a-3458b2753e4e,2,logo_mcq,"Which viral AI song and music generator is represented by this logo?",,,/images/round2/suno.svg,"[""Suno"",""Udio"",""AIVA"",""Boomy""]","Suno","Suno AI generates full broadcast-quality songs with vocals, lyrics, and instruments from text prompts.",true,2026-09-16T20:58:43.114Z
17d07c46-832b-4fed-8d14-5c6ff33381cb,3,emoji_mcq,"🤖🎬",,,,"[""AI Video Generation"", ""Movie Sci-Fi"", ""CGI VFX"", ""Film Director""]","AI Video Generation","Robot + Clapperboard = AI Video Generators (Sora / Runway).",true,
333be725-ce08-4f8a-ac8d-ef8e16a09409,3,emoji_mcq,"🤖🧩",,,,"[""Fine-Tuning / RAG"", ""Jigsaw Puzzle"", ""Pattern Matching"", ""System Integration""]","Fine-Tuning / RAG","Robot + Puzzle piece = Retrieval Augmented Generation & Fine-tuning.",true,
46382010-ff53-4803-a883-8c46d29f01e4,3,emoji_mcq,"🤖🌐",,,,"[""AGI (Artificial General Intelligence)"", ""Web Crawler"", ""Global Network"", ""Internet Bot""]","AGI (Artificial General Intelligence)","Robot + Globe = Human-level worldwide general intelligence.",true,
491bd851-637b-4861-ac7c-7ee9074f3a26,3,emoji_mcq,"🧠⚡",,,,"[""Neural Network"", ""Brainstorming"", ""Electric Shock"", ""Mind Reading""]","Neural Network","Brain + Lightning = Artificial Neural Network & Deep Learning.",true,
533f554b-c14f-4c4c-b61c-f8fab9c1ac86,3,emoji_mcq,"🤖🕹️",,,,"[""Reinforcement Learning"", ""Gaming Bot"", ""VR Headset"", ""Arcade Game""]","Reinforcement Learning","Robot + Joystick = AI training via RL rewards & gaming bots.",true,
5ba8fb1a-5342-4e59-b819-6b101c8ad3a9,3,emoji_mcq,"🗣️🤖",,,,"[""Voice Assistant"", ""Robot Singer"", ""Podcast Host"", ""Audiobook""]","Voice Assistant","Speaking head + Robot = Voice Assistant (Siri / Alexa).",true,
6ceb370b-0a49-429b-bd13-bc61b51acf12,3,emoji_mcq,"🎵🤖",,,,"[""AI Music Generator"", ""Robo DJ"", ""Electronic Music"", ""Auto-Tune""]","AI Music Generator","Music note + Robot = AI Song Creators (Suno / Udio).",true,
77e5cd8c-4eba-4b69-9d9d-f048cb9179cc,3,emoji_mcq,"🤖💬",,,,"[""Chatbot"", ""Robocop"", ""Cyberpunk"", ""Smart Speaker""]","Chatbot","Robot + Speech Bubble = Conversational AI Chatbot!",true,
791d445f-3889-4c28-8209-a471b2d254a6,3,emoji_mcq,"🤖🤖",,,,"[""Multi-Agent System"", ""Twins"", ""Clone Wars"", ""Robotics Club""]","Multi-Agent System","Multiple Robots = Multi-Agent LLM Orchestration.",true,
830ddbd3-0ff3-4c8d-bf7c-05b548e24e9d,3,emoji_mcq,"🤖🕵️",,,,"[""AI Hallucination Detector"", ""Cyber Detective"", ""Spyware"", ""Fact Checker""]","AI Hallucination Detector","Robot + Detective = Detecting AI fabrications & hallucinations.",true,
959cf20b-d846-427a-b517-7a85c4e92272,3,emoji_mcq,"👁️🤖",,,,"[""Computer Vision"", ""Cyber Eye"", ""Surveillance"", ""Optical Sensor""]","Computer Vision","Eye + Robot = Computer Vision & Image Recognition.",true,
979f7aee-460a-4876-ad4f-e86bab5ddcae,3,emoji_mcq,"🤖💊",,,,"[""AI Drug Discovery"", ""Robotic Surgery"", ""Smart Medicine"", ""Biohacking""]","AI Drug Discovery","Robot + Pill = AI accelerating molecular & pharmaceutical discovery.",true,
ac8e4eee-98d9-48f9-8818-166e1aa78fd7,3,emoji_mcq,"🔍🤖",,,,"[""AI Search Engine"", ""Magnifying Glass"", ""Deep Web"", ""Data Mining""]","AI Search Engine","Search + Robot = AI Answer Engines (Perplexity).",true,
b3f1a2c5-3752-4055-89cf-f868d44d6c94,3,emoji_mcq,"🤖📊",,,,"[""Data Analytics AI"", ""Stock Market Bot"", ""Spreadsheet Automation"", ""Infographic""]","Data Analytics AI","Robot + Chart = AI powered data analysis & insights.",true,
b74cca07-f5e9-48a7-81e2-6f7971a4d6a2,3,emoji_mcq,"🤖🛡️",,,,"[""AI Safety & Alignment"", ""Cybersecurity"", ""Firewall"", ""Robo Guard""]","AI Safety & Alignment","Robot + Shield = Guardrails, Constitutional AI, and Safety.",true,
d45edb8b-d191-4fe8-b1f8-e07733a57928,3,emoji_mcq,"🤖📝",,,,"[""AI Copywriter"", ""Auto Essay"", ""Spellcheck"", ""Blogging""]","AI Copywriter","Robot + Memo = AI content writing and draft generation.",true,
d9f1ec25-b5cd-4395-884a-b106c310e7cb,3,emoji_mcq,"🤖🚗",,,,"[""Autonomous Driving"", ""Robot Car"", ""Electric Vehicle"", ""GPS Navigation""]","Autonomous Driving","Robot + Car = Self-Driving Vehicles (Tesla FSD / Waymo).",true,
df9e2fcf-7a77-4caa-b821-dcb795858d44,3,emoji_mcq,"🎨🤖",,,,"[""AI Image Generator"", ""Digital Painting"", ""Graphic Designer"", ""NFT Art""]","AI Image Generator","Palette + Robot = AI Image Generation (Midjourney / DALL-E).",true,
f1d92b64-bb86-4e77-93e5-8b5cc03cae5b,3,emoji_mcq,"📜🤖",,,,"[""Prompt Engineering"", ""Robot History"", ""Terms of Service"", ""Smart Contract""]","Prompt Engineering","Scroll + Robot = Crafting Prompts / Text Instructions.",true,
fcc9a388-7489-4348-a707-3e8357065607,3,emoji_mcq,"💻🤖",,,,"[""AI Code Assistant"", ""Hackathon"", ""Robotic Laptop"", ""Software Engineer""]","AI Code Assistant","Laptop + Robot = Coding Copilots (GitHub Copilot / Cursor).",true,
6ae7c568-5203-4b71-a23b-ec47e31b6710,3,emoji_mcq,🧠🏗️,,,,"[""Deep Learning"",""Brain Builder"",""Smart Architecture"",""Neural Storage""]","Deep Learning","Brain + Construction = Deep Learning, where layered neural networks learn complex patterns.",true,2026-09-17T01:59:27.591Z
e61e373e-163c-4c95-b3f4-ff3974c75609,3,emoji_mcq,🧠📖🤖,,,,"[""Large Language Model"",""AI Dictionary"",""Digital Library"",""Smart Reader""]","Large Language Model","Brain + Book + Robot = Large Language Model, trained on vast amounts of text.",true,2026-09-17T01:59:27.600Z
7c56c1da-7409-4d1b-bcbc-a1eb071761a1,3,emoji_mcq,⚙️🤖✨,,,,"[""Generative AI"",""AI Automation"",""Robot Factory"",""Creative Machine""]","Generative AI","Machine + Robot + Sparkles = Generative AI, which creates new content such as text, images, audio, and video.",true,2026-09-17T01:59:27.600Z
72f2886e-cc6b-4b9d-ad30-1012c8f18e9e,3,emoji_mcq,🔤✂️🤖,,,,"[""Tokenization"",""Text Editing"",""Word Processor"",""Code Parsing""]","Tokenization","Letters + Cutting + Robot = Tokenization, breaking text into smaller pieces called tokens.",true,2026-09-17T01:59:27.600Z
b7770b8b-c9ff-4174-ab3f-3ae4bd2ab610,3,emoji_mcq,🔗🧠,,,,"[""Embeddings"",""Brain Link"",""Semantic Search"",""Data Connection""]","Embeddings","Connected symbols + Brain = Embeddings, representing words or data as numerical vectors.",true,2026-09-17T01:59:27.600Z
4e325cda-7752-4436-8a22-80ccf8c95c62,3,emoji_mcq,🗄️🔢🧠,,,,"[""Vector Database"",""Number Storage"",""AI Database"",""Cloud Storage""]","Vector Database","Storage + Numbers + Brain = Vector Database, designed to store and search vector representations.",true,2026-09-17T01:59:27.600Z
